id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
202303261,1319a0dc-8d42-4dfd-8716-e888ac99d877,2024-03-13 14:20:12-04:00,2024-03-13,2024-03-13 18:20:12 UTC,Eastern Time (US & Canada),4580412,woodshed,,2024-03-13 18:22:10 UTC,2024-03-21 04:11:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202303261,https://inaturalist-open-data.s3.amazonaws.com/photos/357269033/medium.jpg,,"","",3,0,false,3,"Pinecroft Rd, Asheville, NC, US",35.6521916667,-82.527145,11,,,,11,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202317388,bdd903ac-ebd6-4fd8-ba14-9f76d8341826,2024-03-13 15:46:47-04:00,2024-03-13,2024-03-13 19:46:47 UTC,Eastern Time (US & Canada),7219082,bugsaregood,Morgan Caudill,2024-03-13 20:18:29 UTC,2024-03-21 04:11:35 UTC,research,,https://www.inaturalist.org/observations/202317388,https://static.inaturalist.org/photos/357297128/medium.jpg,,"","",4,0,false,3,"N Broadway Park, Lexington, KY, US",38.0603471667,-84.4787916667,17,,,,17,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202323641,aca54b2d-70d9-4908-8104-c7ec65bb969e,2024-03-13 16:23:47-04:00,2024-03-13,2024-03-13 20:23:47 UTC,Eastern Time (US & Canada),5141639,chris2776,Chris Manos,2024-03-13 21:05:40 UTC,2024-03-21 04:11:31 UTC,research,,https://www.inaturalist.org/observations/202323641,https://static.inaturalist.org/photos/357308356/medium.jpg,,"","",4,0,false,3,"Kemperknoll Ln, Cincinnati, OH, US",39.2749043819,-84.3392460446,1320,,,,1320,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202327840,411882af-d001-4aa8-bcbf-4e07a2521f7d,2024-03-12 18:02:37-05:00,2024-03-12,2024-03-12 23:02:37 UTC,Central Time (US & Canada),4262939,jennifer_nicklay,Jennifer Nicklay,2024-03-13 21:39:32 UTC,2024-03-21 04:11:24 UTC,research,,https://www.inaturalist.org/observations/202327840,https://static.inaturalist.org/photos/357316290/medium.jpg,,"","",3,0,false,3,"SE Main St, Minneapolis, MN, US",44.9822916667,-93.25003,18,,,,18,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202346834,74c4cbe5-df84-48ae-9bdf-30c44d722721,2024-03-13 15:03:35-04:00,2024-03-13,2024-03-13 19:03:35 UTC,Eastern Time (US & Canada),11480,mmnat,"",2024-03-14 00:18:41 UTC,2024-03-21 04:11:21 UTC,research,,https://www.inaturalist.org/observations/202346834,https://static.inaturalist.org/photos/357352846/medium.jpg,,"",FOY Queen ,3,0,false,3,"Garrettsville, OH, US",41.2931333333,-81.0651083333,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202410335,bf7810dc-4c21-4c6e-9f57-8f0c43a4871c,2024-03-14 11:08:49,2024-03-14,2024-03-14 15:08:49 UTC,Eastern Time (US & Canada),2677442,bec325,"",2024-03-14 15:23:44 UTC,2024-03-16 04:10:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202410335,https://inaturalist-open-data.s3.amazonaws.com/photos/357475928/medium.jpeg,,"",,2,0,false,2,"Greenwood, SC 29646, USA",34.1701972222,-82.2083444444,,,,,,,open,false,gps,gps,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202413691,d3e3d905-5e24-4028-99ea-54f20bca61c1,2024-03-14 11:38:54-04:00,2024-03-14,2024-03-14 15:38:54 UTC,Eastern Time (US & Canada),1979039,hellbender23,,2024-03-14 15:56:34 UTC,2024-03-16 04:10:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202413691,https://inaturalist-open-data.s3.amazonaws.com/photos/357482704/medium.jpg,,"","",2,0,false,3,"Mimosa St, Richmond Hill, GA, US",31.9353583333,-81.304245,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202418386,d63a0ab1-09bb-4d0d-aa52-ca3618a30f54,2024-03-14 11:33:27-04:00,2024-03-14,2024-03-14 15:33:27 UTC,Eastern Time (US & Canada),911691,cooliana_,Juliana Smith,2024-03-14 16:41:18 UTC,2024-03-16 04:09:54 UTC,research,,https://www.inaturalist.org/observations/202418386,https://static.inaturalist.org/photos/357491123/medium.jpg,,"",Seen rooting around in the leaf litter (live and laurel oak) in our backyard. Large bee about the 3/4ths to 1 inch in length ,3,0,false,3,"Port Royal Island, Beaufort, SC, US",32.434505,-80.6918866667,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202427382,cd13db51-6435-4d20-8a2c-df70d265166f,2024-03-14 11:00:37,2024-03-14,2024-03-14 15:00:37 UTC,Eastern Time (US & Canada),1638108,sheoftheplants,"",2024-03-14 18:02:14 UTC,2024-03-16 04:09:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202427382,https://inaturalist-open-data.s3.amazonaws.com/photos/357507960/medium.jpeg,,"",,5,0,false,2,"Portage County, US-OH, US",41.1457800435,-81.3413977996,13,,,,13,,open,false,gps,gps,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202449030,24c47539-4197-4b8f-807f-0403212cebf4,2024-03-14 16:40:48-04:00,2024-03-14,2024-03-14 20:40:48 UTC,Eastern Time (US & Canada),1979039,hellbender23,,2024-03-14 20:56:22 UTC,2024-03-16 04:09:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202449030,https://inaturalist-open-data.s3.amazonaws.com/photos/357548548/medium.jpg,,"","",2,0,false,3,"Mimosa St, Richmond Hill, GA, US",31.9353366667,-81.3042366667,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202449088,ae02695b-ba12-4065-8483-fc428bcd0189,2024-03-14 16:40:54-04:00,2024-03-14,2024-03-14 20:40:54 UTC,Eastern Time (US & Canada),1979039,hellbender23,,2024-03-14 20:57:00 UTC,2024-03-16 04:09:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202449088,https://inaturalist-open-data.s3.amazonaws.com/photos/357548647/medium.jpg,,"","",2,0,false,3,"Mimosa St, Richmond Hill, GA, US",31.93533,-81.3042366667,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202457823,79a181f8-0a7e-4c9a-af1f-eb27cb08e979,2024/03/14 5:31 PM,2024-03-14,2024-03-14 21:31:00 UTC,Eastern Time (US & Canada),1477768,kyleprice1,Kyle Price,2024-03-14 22:10:53 UTC,2024-06-30 05:20:51 UTC,research,,https://www.inaturalist.org/observations/202457823,https://inaturalist-open-data.s3.amazonaws.com/photos/357564464/medium.jpg,,"",The wait is over!,4,0,false,,"Kanawha County, WV, USA",38.2583986819,-81.5687948425,8,,,,8,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202457826,e86d4e88-ed44-45a2-a74c-0ee2f4c26798,2024/03/14 5:34 PM,2024-03-14,2024-03-14 21:34:00 UTC,Eastern Time (US & Canada),1477768,kyleprice1,Kyle Price,2024-03-14 22:10:55 UTC,2024-06-30 05:20:57 UTC,research,,https://www.inaturalist.org/observations/202457826,https://inaturalist-open-data.s3.amazonaws.com/photos/357564591/medium.jpg,,"","",3,0,false,,"Kanawha County, WV, USA",38.2583799509,-81.5687894228,2,,,,2,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202468673,e41bad4f-a9fd-4a92-8200-95fb8dff0a57,2024-03-14 18:00:00-04:00,2024-03-14,2024-03-14 22:00:00 UTC,Eastern Time (US & Canada),6546829,nchristina,christina n.,2024-03-14 23:44:55 UTC,2024-07-14 18:32:59 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/202468673,https://inaturalist-open-data.s3.amazonaws.com/photos/357586374/medium.jpg,,"",Loud,3,0,false,3,"Mary Lee Dr, Abingdon, VA, US",36.679925875,-82.054563434,22,,,,22,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202477673,26b8e05b-22e1-465d-bee2-f12ca8f5c560,2024/03/11 10:19 AM,2024-03-11,2024-03-11 15:19:00 UTC,Central Time (US & Canada),51059,khashagen,katrina hashagen,2024-03-15 01:19:36 UTC,2024-03-26 01:45:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202477673,https://inaturalist-open-data.s3.amazonaws.com/photos/357603367/medium.jpeg,,"",,3,0,false,,"West Feliciana Parish, LA, USA",30.8985866015,-91.3421815115,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202479406,ba12e92a-9bc9-45ce-b1cd-b27dba0c1412,2024/03/11 4:24 PM,2024-03-11,2024-03-11 20:24:00 UTC,Eastern Time (US & Canada),1896586,waltwoman,Emma Waltman,2024-03-15 01:38:44 UTC,2024-03-16 04:07:21 UTC,research,,https://www.inaturalist.org/observations/202479406,https://inaturalist-open-data.s3.amazonaws.com/photos/357606154/medium.jpg,,"",,3,0,false,,"Shadyside, Pittsburgh, PA, USA",40.4552333333,-79.9276805556,14,,,,14,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202486880,23706c66-b4a3-49b6-b2d4-95ae91559dcd,2024-03-14 12:30:15-04:00,2024-03-14,2024-03-14 16:30:15 UTC,Eastern Time (US & Canada),6431862,jonathanholmes1,Jonathan Holmes,2024-03-15 03:01:30 UTC,2024-03-16 04:07:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202486880,https://inaturalist-open-data.s3.amazonaws.com/photos/357622204/medium.jpg,,"","",2,0,false,3,"Winstead Rd, Rocky Mount, NC, US",35.9549326706,-77.8520206509,159,,,,159,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202488530,982c43c1-7f8e-402f-b073-767c7c15f81e,2024/03/14 12:14 PM,2024-03-14,2024-03-14 16:14:00 UTC,Eastern Time (US & Canada),1960620,cpgibson,"",2024-03-15 03:22:37 UTC,2024-11-03 11:26:46 UTC,research,,https://www.inaturalist.org/observations/202488530,https://inaturalist-open-data.s3.amazonaws.com/photos/357622324/medium.jpg,,"",,2,0,false,,"Leon County, FL, USA",30.3473978019,-84.2754135779,5471,,,,5471,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202518235,a79e923e-df18-41ac-bc22-4e05dfc6a57d,2024/03/14 5:07 PM,2024-03-14,2024-03-14 22:07:00 UTC,Central Time (US & Canada),1582940,brandonjjohnson,Brandon Johnson,2024-03-15 12:22:37 UTC,2024-06-17 19:16:53 UTC,research,CC-BY,https://www.inaturalist.org/observations/202518235,https://inaturalist-open-data.s3.amazonaws.com/photos/357683207/medium.jpeg,,"",,3,1,false,,"South Baton Rouge, Baton Rouge, LA, USA",30.3556502778,-91.0955066667,,,,,,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202524832,632d33c4-8763-439d-a01c-f752d973a087,2024-03-15 09:45:44-04:00,2024-03-15,2024-03-15 13:45:44 UTC,Eastern Time (US & Canada),7720032,ahmed_keldeeb,Ahmed,2024-03-15 13:45:54 UTC,2024-03-18 14:55:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202524832,https://inaturalist-open-data.s3.amazonaws.com/photos/357695324/medium.jpg,,"","",3,0,false,3,"W Market St, Greensboro, NC, US",36.0750074514,-79.8298655375,32,,,,32,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202541125,c2a0f00d-60a8-40e6-914c-7b19a039df33,2024-03-15 11:49:50-04:00,2024-03-15,2024-03-15 15:49:50 UTC,Eastern Time (US & Canada),7715214,yeancarlosjaloufzogbi,Yeancarlos Jalouf Zogbi,2024-03-15 16:22:15 UTC,2024-04-13 20:30:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202541125,https://inaturalist-open-data.s3.amazonaws.com/photos/357725434/medium.jpg,,"","",3,1,false,3,"Universidad de Carolina del Norte en Greensboro, Greensboro, NC, US",36.0719333333,-79.81215,3,,,,3,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202558220,af07d4df-547a-49bc-9394-8aef77ac8110,2024-03-15 14:53:41,2024-03-15,2024-03-15 18:53:41 UTC,Eastern Time (US & Canada),4531312,stevensondp,Dan Stevenson,2024-03-15 18:56:57 UTC,2024-08-30 11:47:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202558220,https://inaturalist-open-data.s3.amazonaws.com/photos/357758633/medium.jpeg,,"",,4,0,false,2,"Lancaster Township, PA, USA",40.0368525882,-76.3272454217,6,,,,6,,open,false,,,Bombus impatiens,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202569439,f11f0270-d9b5-4f24-b091-a1ae4021a9d2,2024-03-15 13:50:24-04:00,2024-03-15,2024-03-15 17:50:24 UTC,Eastern Time (US & Canada),3836300,brunfelsia,John W Gruber,2024-03-15 20:36:18 UTC,2024-08-29 18:43:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202569439,https://inaturalist-open-data.s3.amazonaws.com/photos/357780271/medium.jpg,,"","",3,0,false,3,"Friends' Central School - Middle & Upper Campus, Wynnewood, PA, US",39.98553,-75.2651216667,9,,,,9,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202579324,58fd8aae-845d-4ba7-9ea9-377b28625415,2024-03-15 16:56:53-05:00,2024-03-15,2024-03-15 21:56:53 UTC,Central Time (US & Canada),4479251,p_collins,,2024-03-15 22:01:45 UTC,2024-03-26 01:42:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202579324,https://inaturalist-open-data.s3.amazonaws.com/photos/357798958/medium.jpg,,"","",4,0,false,3,"Lyles Rd, Hattiesburg, MS, US",31.4186383333,-89.3596583333,118,,,,118,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202591705,3800b566-1dca-470b-aa26-03773d150f6c,2024/03/12 4:23 PM,2024-03-12,2024-03-12 20:23:00 UTC,Eastern Time (US & Canada),1815672,schizoform,stephen,2024-03-15 23:59:19 UTC,2024-03-18 01:11:59 UTC,research,CC-BY,https://www.inaturalist.org/observations/202591705,https://inaturalist-open-data.s3.amazonaws.com/photos/357822035/medium.jpeg,,"",,4,0,false,,"Goochland County, VA, USA",37.6676909813,-77.8103549509,2,,,,2,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202665154,9646be9c-f897-4fe9-b359-4f357054fd53,2024-03-16 11:34:08-04:00,2024-03-16,2024-03-16 15:34:08 UTC,Eastern Time (US & Canada),7743351,mia_barbieri,,2024-03-16 15:34:21 UTC,2024-03-21 20:58:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202665154,https://inaturalist-open-data.s3.amazonaws.com/photos/357959774/medium.jpg,,"","",4,0,false,3,"Chatham County, US-GA, US",32.0771005797,-81.0898648483,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202679667,fdc1347c-783f-44d9-870b-6de6a94f9abb,2024-03-16 09:39:36-04:00,2024-03-16,2024-03-16 13:39:36 UTC,Eastern Time (US & Canada),5268463,calvertm,Marissa Calvert,2024-03-16 17:13:07 UTC,2024-03-21 04:11:12 UTC,research,CC-BY,https://www.inaturalist.org/observations/202679667,https://inaturalist-open-data.s3.amazonaws.com/photos/357985535/medium.jpg,,"","",3,0,false,3,"Emanuel County, US-GA, US",32.556805,-82.1210555,30,,,,30,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202680342,84295bdb-780e-45f6-a837-f3325cfea017,2024-03-15 11:34:07-04:00,2024-03-15,2024-03-15 15:34:07 UTC,Eastern Time (US & Canada),5278626,abby_gillette,Abby Gillette,2024-03-16 17:16:19 UTC,2024-07-10 13:32:21 UTC,research,,https://www.inaturalist.org/observations/202680342,https://static.inaturalist.org/photos/357986607/medium.jpg,,"","",2,0,false,3,"Raj Dr, Durham, NC, US",35.92208,-78.8164533333,3,,,,3,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202680748,4f3e5bf9-58f9-4337-ac34-d2c7addbff37,2024-03-16 10:44:19-04:00,2024-03-16,2024-03-16 14:44:19 UTC,Eastern Time (US & Canada),5268463,calvertm,Marissa Calvert,2024-03-16 17:18:48 UTC,2024-03-21 04:11:08 UTC,research,CC-BY,https://www.inaturalist.org/observations/202680748,https://inaturalist-open-data.s3.amazonaws.com/photos/357987322/medium.jpg,,"","",3,0,false,3,"George L. Smith State Park, Twin City, GA, US",32.5595866667,-82.1156778333,10,,,,10,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202691258,0f9d1280-5dd5-4011-84f4-b41ce6d65d44,2024-03-16 11:11:01,2024-03-16,2024-03-16 15:11:01 UTC,Eastern Time (US & Canada),1110667,botanylicious,Sarah Kelsey,2024-03-16 18:25:18 UTC,2024-03-22 01:33:02 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/202691258,https://inaturalist-open-data.s3.amazonaws.com/photos/358007532/medium.jpeg,,"","Included all photos in order (except the first one) documenting behavior. This might be the latest I've seen this species though I haven't checked my records yet. I feel like some years I don't even see them after February 28th, early March at the latest.",2,0,false,2,"Atlanta, GA 30344, USA",33.6708921997,-84.4480472,,,,,,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202699395,6f74cd35-da6b-4be8-b651-334247f500b3,2024-03-16 13:01:09-04:00,2024-03-16,2024-03-16 17:01:09 UTC,Eastern Time (US & Canada),1815222,elephantspop,,2024-03-16 19:19:40 UTC,2024-08-29 18:43:21 UTC,research,,https://www.inaturalist.org/observations/202699395,https://inaturalist-open-data.s3.amazonaws.com/photos/358021944/medium.jpg,,"","",4,0,false,3,"Rose Ln, Broomall, PA, US",39.9685893,-75.3494968,36,,,,36,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202705241,12bbf438-51e8-4815-96ce-5f91c4cf3d68,2024-03-16 15:51:26-04:00,2024-03-16,2024-03-16 19:51:26 UTC,Eastern Time (US & Canada),4926204,lonelydrone,Ward Graham,2024-03-16 19:52:40 UTC,2024-03-21 04:10:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202705241,https://inaturalist-open-data.s3.amazonaws.com/photos/358044638/medium.jpg,,"","",2,0,false,3,"Norman Rd, Rochester, NY, US",43.1121077264,-77.6398649381,53,,,,53,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202720619,67e6d746-4f53-427b-bf54-ad5a2839b0c8,2024/03/16 12:10 PM,2024-03-16,2024-03-16 16:10:00 UTC,Eastern Time (US & Canada),1809393,jtkindt,James Kindt,2024-03-16 21:32:59 UTC,2024-03-21 04:10:42 UTC,research,CC0,https://www.inaturalist.org/observations/202720619,https://inaturalist-open-data.s3.amazonaws.com/photos/358058067/medium.jpeg,,"","Poking around in leaves, presumably a queen scouting out nest sites",2,0,false,,"Decatur, GA 30030, USA",33.7644530671,-84.2943347547,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202722195,8c7a44e8-418a-48ba-9151-df8ab2c25d27,2024-03-16 17:16:27-04:00,2024-03-16,2024-03-16 21:16:27 UTC,Eastern Time (US & Canada),1237300,sldolan,Stacey Dolan,2024-03-16 21:44:59 UTC,2024-10-21 08:08:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202722195,https://inaturalist-open-data.s3.amazonaws.com/photos/358065116/medium.jpg,,"","",4,0,false,3,"NW 40th Pl, Gainesville, FL, US",29.6901100104,-82.3485959714,21,,,,21,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202729347,1f1b2170-cba2-44a4-b3e9-316bd7a5cbce,2024-03-16 13:45:58-04:00,2024-03-16,2024-03-16 17:45:58 UTC,Eastern Time (US & Canada),393981,machungwa,Aaron Scott,2024-03-16 22:33:35 UTC,2024-03-17 20:49:36 UTC,research,,https://www.inaturalist.org/observations/202729347,https://static.inaturalist.org/photos/358079372/medium.jpg,,"","",2,0,false,3,"Cherokee National Forest, Johnson City, TN, US",36.26875,-82.2761083333,6,,,,6,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202732573,2c9c5aa7-bfde-467d-8a8e-98be0404489d,2024-03-16 16:54:56-04:00,2024-03-16,2024-03-16 20:54:56 UTC,Eastern Time (US & Canada),1815222,elephantspop,,2024-03-16 22:54:46 UTC,2024-08-29 18:43:23 UTC,research,,https://www.inaturalist.org/observations/202732573,https://inaturalist-open-data.s3.amazonaws.com/photos/358085187/medium.jpg,,"","",3,0,false,3,"Woodside Ln, Broomall, PA, US",39.9701684592,-75.3495289258,36,,,,36,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202742048,f1774811-c64b-46e6-90b5-35ddbff4c936,2024-03-16 14:15:17-07:00,2024-03-16,2024-03-16 21:15:17 UTC,America/Vancouver,3368803,ppouls,,2024-03-17 00:06:08 UTC,2024-03-18 01:54:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202742048,https://inaturalist-open-data.s3.amazonaws.com/photos/358104201/medium.jpg,,"","",2,0,false,3,"Grandview Corners, Surrey, BC, CA",49.0476167524,-122.7819413737,28,,,,28,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202833124,1c7aec02-f640-4c33-a6bb-4f39cb67010a,2024-03-17 12:13:48-04:00,2024-03-17,2024-03-17 16:13:48 UTC,Eastern Time (US & Canada),4118179,imwolfe,Ian Wolfe,2024-03-17 16:15:51 UTC,2024-03-18 01:11:24 UTC,research,CC0,https://www.inaturalist.org/observations/202833124,https://inaturalist-open-data.s3.amazonaws.com/photos/358278863/medium.jpg,,"","",2,0,false,3,"Hudson St, Baltimore, MD, US",39.2834666667,-76.5495533333,,,,,,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202858582,e6d1c376-a601-4148-8653-de401aeb9ee1,2024-03-17 13:56:12-05:00,2024-03-17,2024-03-17 18:56:12 UTC,Central Time (US & Canada),1984657,andreablack,Andrea Black,2024-03-17 18:56:58 UTC,2024-03-19 02:21:58 UTC,research,,https://www.inaturalist.org/observations/202858582,https://static.inaturalist.org/photos/358326567/medium.jpg,,"",Popped out of the ornamental grass I was trimming and seemed very sleepy ,2,0,false,3,"W Green St, Champaign, IL, US",40.109875,-88.2553866667,36,,,,36,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202861701,662a93b9-c97b-4876-ad67-df77d1a9339b,2024-03-17 14:28:00,2024-03-17,2024-03-17 18:28:00 UTC,Eastern Time (US & Canada),5908370,smoorebugs,"",2024-03-17 19:16:01 UTC,2024-03-17 20:30:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202861701,https://inaturalist-open-data.s3.amazonaws.com/photos/358332622/medium.jpeg,,"",,1,0,false,2,"Clinton, SC 29325, USA",34.4676187,-81.8737978997,,,,,,,open,false,gps,gps,Bombus impatiens,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202873129,befaa1bd-b732-43f5-9794-f45d027c189c,2024-03-17 15:32:56-04:00,2024-03-17,2024-03-17 19:32:56 UTC,Eastern Time (US & Canada),2873749,mot3,Mo T,2024-03-17 20:26:55 UTC,2024-03-18 12:19:04 UTC,research,,https://www.inaturalist.org/observations/202873129,https://static.inaturalist.org/photos/358353796/medium.jpg,,"","",3,0,false,3,"Pelham Rd, Philadelphia, PA, US",40.0518278333,-75.1889283333,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202876936,e6db9ccd-b042-4b22-93c2-91d1e23705e5,2024-03-17 13:39:50-04:00,2024-03-17,2024-03-17 17:39:50 UTC,Eastern Time (US & Canada),1216811,ragbird,,2024-03-17 20:51:14 UTC,2024-09-26 03:22:56 UTC,research,CC0,https://www.inaturalist.org/observations/202876936,https://inaturalist-open-data.s3.amazonaws.com/photos/358361285/medium.jpg,,"","",2,0,false,3,"High Pine Church Rd, Asheboro, NC, US",35.5609166667,-79.9682083333,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202878083,a228c874-2287-425c-9c2c-803a3d961323,2024-03-17 15:57:10-05:00,2024-03-17,2024-03-17 20:57:10 UTC,Central Time (US & Canada),6625264,sheastatenms,Shea Staten,2024-03-17 20:59:43 UTC,2024-03-26 01:42:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202878083,https://inaturalist-open-data.s3.amazonaws.com/photos/358363690/medium.jpg,,"",Observed on Vetch,2,0,false,3,"Sardis, MS, US",34.4205692906,-89.8106825311,24,,,,24,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202882950,f2f81625-6fc0-4e6d-81bb-0bd9fed25636,2024-03-17 14:30:22-07:00,2024-03-17,2024-03-17 21:30:22 UTC,America/Vancouver,7786613,lilmillyrock,,2024-03-17 21:31:23 UTC,2024-03-29 17:21:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202882950,https://inaturalist-open-data.s3.amazonaws.com/photos/358372253/medium.jpg,,"","",1,0,false,3,"Greater Vancouver, CA-BC, CA",49.210949574,-123.163301466,8,,,,26550,obscured,open,true,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202890153,49ae8f4f-abe7-4aaa-abf8-dbca9b5a4a85,2024-03-15 01:10:00-04:00,2024-03-15,2024-03-15 05:10:00 UTC,Eastern Time (US & Canada),6040352,kmsnativeplants,Kimberly S.,2024-03-17 22:20:18 UTC,2024-09-04 13:34:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202890153,https://inaturalist-open-data.s3.amazonaws.com/photos/358387294/medium.jpg,,"",Queen bumbles have been emerging in my yard…so far 3 of them.,3,0,false,3,"Long Island, Lake Grove, NY, US",40.8661147159,-73.1075865712,26,,,,26,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
